date,dayl(s),prcp(mm/day),srad(W/m2),swe(mm),tmax(C),tmin(C),vp(Pa),QObs(mm/d)
1986-06-18,50112.01,5.95,293.11,0.0,33.0,21.0,2453.59,0.31501068679850486
1986-06-19,50112.01,11.8,299.79,0.0,32.44,20.22,2320.78,0.3307612211384301
1986-06-20,50112.01,13.49,242.12,0.0,30.31,21.0,2479.99,0.31501068679850486
1986-06-21,50112.01,0.0,423.13,0.0,32.16,19.5,2055.68,0.2835096181186543
1986-06-22,50112.01,6.96,316.07,0.0,33.0,20.04,2325.85,0.2835096181186543
1986-06-23,50112.01,0.0,415.08,0.0,32.0,19.88,2155.63,0.26775908377872915
1986-06-24,50112.01,0.0,440.3,0.0,33.08,20.0,2115.52,0.23625801509887862
1986-06-25,50112.01,0.0,436.5,0.0,34.06,21.0,2245.43,0.20475694641902814
1986-06-26,50112.01,0.0,440.3,0.0,35.0,21.65,2320.92,0.17325587773917767
1986-06-27,50112.01,7.0,358.77,0.0,35.5,20.5,2332.6,0.1496300762292898
1986-06-28,50112.01,0.0,443.83,0.0,35.0,21.5,2330.6,0.13072943502137951
1986-06-29,50112.01,0.15,444.41,0.0,34.86,21.32,2305.92,0.11340384724746176
1986-06-30,50112.01,5.82,306.34,0.0,32.93,21.01,2481.07,0.10552858007749913
1986-07-01,50112.01,4.19,295.28,0.0,33.0,22.5,2708.06,0.1039535266435066
1986-07-02,50112.01,6.61,268.59,0.0,33.0,23.0,2800.0,0.11812900754943931
1986-07-03,50112.01,9.04,281.6,0.0,33.0,22.5,2720.0,0.14017975562533466
1986-07-04,50112.01,0.0,469.65,0.0,33.51,19.5,2137.88,0.15750534339925243
1986-07-05,50112.01,0.0,416.14,0.0,33.5,21.5,2516.15,0.17325587773917767
1986-07-06,50018.34,0.64,396.09,0.0,31.83,20.51,2390.03,0.18900641207910288
1986-07-07,49770.48,0.0,434.89,0.0,32.98,20.5,2341.38,0.17325587773917767
1986-07-08,49766.39,0.0,440.1,0.0,34.5,21.5,2468.03,0.14805502279529725
1986-07-09,49766.39,0.0,454.08,0.0,35.26,21.5,2437.06,0.12600427471940193
1986-07-10,49766.39,0.0,439.08,0.0,35.01,21.91,2529.65,0.1039535266435066
1986-07-11,49766.39,4.0,292.87,0.0,34.14,23.0,2799.4,0.08662793886958883
1986-07-12,49766.39,4.88,315.74,0.0,34.06,22.04,2643.3,0.0771776182656337
1986-07-13,49766.39,0.0,421.67,0.0,34.5,22.17,2633.89,0.06930235109567107
1986-07-14,49765.66,0.0,454.22,0.0,33.93,20.5,2326.13,0.06300213735970096
1986-07-15,49420.8,0.0,436.52,0.0,35.24,22.15,2599.51,0.05355181675574582
1986-07-16,49420.8,0.0,463.17,0.0,35.9,21.5,2444.76,0.04725160301977572
1986-07-17,49420.8,0.0,456.88,0.0,35.12,21.13,2409.17,0.04252644271779815
1986-07-18,49420.8,0.0,434.77,0.0,35.14,22.0,2580.87,0.03937633584981311
1986-07-19,49420.8,0.0,440.57,0.0,36.32,22.61,2661.79,0.03622622898182805
1986-07-20,49420.08,0.0,416.98,0.0,37.12,24.02,2942.78,0.03307612211384301
1986-07-21,49075.2,0.0,377.37,0.0,35.63,24.35,3051.38,0.03150106867985048
1986-07-22,49075.2,0.0,416.32,0.0,34.35,22.0,2602.13,0.02992601524585796
1986-07-23,49075.2,19.67,326.14,0.0,34.5,21.3,2528.44,0.02835096181186544
1986-07-24,49075.2,10.2,294.22,0.0,32.66,21.49,2559.05,0.02835096181186544
1986-07-25,49075.2,0.0,393.36,0.0,33.38,22.08,2652.93,0.03307612211384301
1986-07-26,48729.59,15.74,293.45,0.0,33.49,22.5,2720.0,0.04252644271779815
1986-07-27,48729.59,18.45,252.95,0.0,31.51,22.5,2720.0,0.0456765495857832
1986-07-28,48729.59,20.44,255.98,0.0,31.58,22.5,2720.0,0.0456765495857832
1986-07-29,48729.59,11.18,296.11,0.0,33.5,22.5,2720.0,0.05040170988776078
1986-07-30,48635.93,0.0,406.08,0.0,34.87,23.1,2815.69,0.06300213735970096
1986-07-31,48384.0,0.0,393.23,0.0,35.17,23.75,2940.2,0.0771776182656337
1986-08-01,48384.0,0.0,412.19,0.0,36.53,24.0,3000.0,0.07875267169962621
1986-08-02,48384.0,0.0,413.72,0.0,36.0,23.5,2880.0,0.07402751139764863
1986-08-03,48383.28,27.05,336.13,0.0,34.5,21.0,2479.71,0.06930235109567107
1986-08-04,48038.39,0.0,411.69,0.0,33.5,21.68,2588.85,0.06142708392570845
1986-08-05,48038.39,14.68,316.26,0.0,32.5,20.5,2400.0,0.05355181675574582
1986-08-06,48038.39,8.43,292.14,0.0,32.91,22.0,2639.38,0.05040170988776078
1986-08-07,48037.67,0.49,424.77,0.0,33.5,20.5,2400.0,0.05040170988776078
1986-08-08,47692.81,0.0,425.67,0.0,34.0,21.53,2564.9,0.05670192362373088
1986-08-09,47692.81,0.0,438.62,0.0,34.0,21.0,2480.0,0.06772729766167854
1986-08-10,47692.81,0.0,444.17,0.0,33.72,20.5,2400.0,0.06142708392570845
1986-08-11,47455.47,0.0,435.1,0.0,34.0,21.03,2484.89,0.055126870189738345
1986-08-12,47347.2,0.0,416.69,0.0,33.02,21.0,2480.08,0.05040170988776078
1986-08-13,47347.2,69.57,265.57,0.0,30.96,21.5,2560.0,0.18900641207910288
1986-08-14,47347.2,42.33,223.36,0.0,29.01,21.5,2560.0,0.44101496151790676
1986-08-15,47001.59,5.75,241.97,0.0,30.16,21.92,2626.97,0.47251603019775723
1986-08-16,47001.59,5.78,282.63,0.0,31.63,21.65,2583.49,0.48826656453768247
1986-08-17,47001.59,0.0,385.62,0.0,32.99,22.5,2720.0,0.5670192362373087
1986-08-18,47000.86,0.0,426.52,0.0,34.0,21.81,2609.38,0.6300213735970097
1986-08-19,46655.99,0.0,388.98,0.0,33.06,22.5,2720.0,0.6615224422768602
1986-08-20,46655.99,11.86,292.77,0.0,32.5,22.0,2640.0,0.6772729766167854
1986-08-21,46655.99,19.79,287.87,0.0,31.04,21.05,2487.61,0.645771907936935
1986-08-22,46310.39,11.53,296.11,0.0,31.16,20.85,2455.23,0.6300213735970097
1986-08-23,46310.39,0.0,434.86,0.0,34.0,21.5,2560.0,0.582769770577234
1986-08-24,46310.39,0.0,431.13,0.0,34.99,22.3,2688.42,0.519767633217533
1986-08-25,45964.79,0.0,419.99,0.0,35.0,22.71,2752.94,0.47251603019775723
1986-08-26,45964.79,16.91,331.05,0.0,35.5,22.0,2640.0,0.42526442717798146
1986-08-27,45964.79,10.01,302.71,0.0,33.5,22.0,2640.0,0.4095138928380563
1986-08-28,45964.07,12.58,287.68,0.0,32.0,21.5,2560.0,0.47251603019775723
1986-08-29,45619.2,33.12,276.99,0.0,28.94,19.46,2272.9,0.8347783200160378
1986-08-30,45619.2,19.71,201.96,0.0,24.14,17.93,2064.53,1.1812900754943931
1986-08-31,45619.2,0.0,360.23,0.0,27.45,18.57,2131.49,1.4017975562533467
1986-09-01,45273.6,16.53,269.73,0.0,30.28,21.05,2488.61,1.3545459532335709
1986-09-02,45273.6,10.05,295.55,0.0,32.0,21.36,2537.96,1.2127911441742438
1986-09-03,45273.6,11.43,310.12,0.0,32.5,21.0,2480.0,1.0710363351149166
1986-09-04,44928.01,0.0,396.85,0.0,32.64,21.72,2594.56,0.9765331290753649
1986-09-05,44928.01,6.61,303.97,0.0,33.5,22.0,2640.0,0.8977804573757387
1986-09-06,44928.01,0.0,370.66,0.0,32.5,22.5,2720.0,0.8347783200160378
1986-09-07,44582.38,0.0,400.82,0.0,32.5,21.43,2549.1,0.7560256483164115
1986-09-08,44582.38,0.0,398.41,0.0,32.08,21.2,2512.17,0.6930235109567107
1986-09-09,44582.38,0.0,416.27,0.0,31.5,20.05,2328.47,0.6300213735970097
1986-09-10,44236.8,4.9,312.86,0.0,31.5,20.0,2320.0,0.5670192362373087
1986-09-11,44236.8,14.66,334.52,0.0,32.0,19.01,2201.49,0.519767633217533
1986-09-12,44236.8,0.0,409.37,0.0,32.0,20.5,2400.0,0.48826656453768247
1986-09-13,43891.2,0.24,367.01,0.0,31.5,21.5,2560.0,0.47251603019775723
1986-09-14,43891.2,0.0,407.36,0.0,32.5,20.69,2431.12,0.44101496151790676
1986-09-15,43891.2,0.0,391.1,0.0,32.0,20.86,2458.35,0.4095138928380563
1986-09-16,43545.58,0.0,407.55,0.0,32.5,20.5,2400.0,0.3622622898182806
1986-09-17,43545.58,0.0,393.96,0.0,32.5,21.0,2480.0,0.3307612211384301
1986-09-18,43545.58,0.0,392.59,0.0,32.0,20.59,2413.73,0.2835096181186543
1986-09-19,43199.99,0.0,412.47,0.0,31.0,18.87,2178.81,0.25200854943880385
1986-09-20,43199.99,0.0,424.62,0.0,32.0,18.9,2183.81,0.22050748075895338
1986-09-21,43199.99,0.0,435.59,0.0,32.5,18.5,2120.0,0.18900641207910288
1986-09-22,43199.99,0.0,406.33,0.0,33.12,20.32,2370.49,0.17325587773917767
1986-09-23,42854.4,4.0,309.81,0.0,32.55,19.5,2280.29,0.18900641207910288
1986-09-24,42854.4,0.0,410.65,0.0,32.34,19.32,2251.54,0.20475694641902814
1986-09-25,42854.4,0.0,408.58,0.0,33.24,20.0,2320.0,0.20475694641902814
1986-09-26,42508.79,0.0,399.03,0.0,33.5,20.53,2405.28,0.18900641207910288
1986-09-27,42508.79,0.0,387.24,0.0,33.99,21.3,2527.52,0.17325587773917767
1986-09-28,42508.79,0.0,406.04,0.0,34.5,20.5,2400.0,0.15750534339925243
1986-09-29,42163.19,0.0,402.36,0.0,34.5,20.39,2381.87,0.13860470219134213
1986-09-30,42163.19,30.36,270.85,0.0,33.5,21.5,2560.0,0.1512051296632823
1986-10-01,42163.19,0.0,379.65,0.0,33.49,20.47,2394.57,0.14017975562533466
1986-10-02,41817.59,0.0,384.98,0.0,34.0,20.39,2382.74,0.12127911441742435
1986-10-03,41817.59,0.0,368.1,0.0,33.5,20.73,2437.36,0.10237847320951407
1986-10-04,41817.59,0.0,388.84,0.0,33.5,19.5,2280.0,0.0850528854355963
1986-10-05,41472.0,0.0,373.0,0.0,33.5,20.17,2347.34,0.0724524579636561
1986-10-06,41472.0,0.0,336.96,0.0,33.23,21.5,2560.0,0.06457719079369348
1986-10-07,41472.0,0.0,381.91,0.0,33.0,19.0,2200.65,0.05670192362373088
1986-10-08,41126.4,0.0,371.19,0.0,32.5,19.0,2200.0,0.05040170988776078
1986-10-09,41126.4,3.6,283.25,0.0,32.5,18.5,2120.0,0.04882665645376825
1986-10-10,41126.4,12.85,252.53,0.0,31.0,19.25,2239.43,0.08977804573757388
1986-10-11,40780.81,0.0,288.71,0.0,29.0,19.5,2280.0,0.0850528854355963
1986-10-12,40780.81,0.0,286.3,0.0,28.0,18.7,2151.94,0.07087740452966358
1986-10-13,40780.81,0.0,281.94,0.0,29.37,20.0,2320.0,0.06300213735970096
1986-10-14,40435.92,0.3,306.2,0.0,31.0,20.36,2377.8,0.05670192362373088
1986-10-15,40435.2,0.0,350.24,0.0,29.47,17.02,1923.97,0.055126870189738345
1986-10-16,40435.2,0.0,393.48,0.0,22.1,8.5,1120.0,0.04882665645376825
1986-10-17,40435.2,0.0,423.57,0.0,23.5,7.33,1026.72,0.044101496151790674
1986-10-18,40089.6,0.0,418.94,0.0,24.55,8.23,1098.13,0.03937633584981311
1986-10-19,40089.6,0.0,402.02,0.0,25.0,9.5,1200.0,0.03622622898182805
1986-10-20,40089.6,0.0,435.58,0.0,24.0,5.58,920.0,0.03307612211384301
1986-10-21,39744.0,0.0,443.07,0.0,24.5,4.63,850.38,0.03150106867985048
1986-10-22,39744.0,0.0,438.88,0.0,25.5,5.24,899.37,0.02992601524585796
1986-10-23,39744.0,0.0,415.56,0.0,27.0,8.4,1111.75,0.02835096181186544
1986-10-24,39492.05,0.0,365.37,0.0,27.63,12.54,1443.26,0.02677590837787291
1986-10-25,39398.4,3.75,184.3,0.0,26.48,17.5,2000.0,0.02677590837787291
1986-10-26,39398.4,13.72,164.44,0.0,25.1,17.23,1956.43,0.02677590837787291
1986-10-27,39398.4,0.0,286.05,0.0,25.5,14.89,1702.5,0.02677590837787291
1986-10-28,39052.78,0.0,360.0,0.0,25.0,10.44,1275.44,0.02520085494388039
1986-10-29,39052.78,14.44,199.49,0.0,22.5,12.99,1479.38,0.03150106867985048
1986-10-30,39052.78,39.04,123.96,0.0,20.5,14.91,1706.15,0.0724524579636561
1986-10-31,38944.49,0.79,173.51,0.0,22.5,16.5,1880.23,0.08977804573757388
1986-11-01,38707.2,0.0,206.43,0.0,23.09,16.0,1800.0,0.09607825947354397
1986-11-02,38707.2,0.0,232.19,0.0,23.0,15.0,1720.0,0.09292815260555892
1986-11-03,38707.2,0.0,244.7,0.0,23.5,15.01,1720.71,0.08977804573757388
1986-11-04,38362.32,0.0,319.09,0.0,26.5,14.17,1613.93,0.08190277856761126
1986-11-05,38361.6,0.0,316.91,0.0,27.5,15.0,1720.0,0.0724524579636561
1986-11-06,38361.6,0.0,293.92,0.0,28.5,17.0,1920.0,0.06615224422768602
1986-11-07,38361.6,0.0,292.84,0.0,29.91,18.13,2090.15,0.06142708392570845
1986-11-08,38016.71,0.0,304.19,0.0,30.0,17.5,2000.0,0.055126870189738345
1986-11-09,38015.99,0.0,316.54,0.0,30.5,17.0,1920.0,0.04882665645376825
1986-11-10,38015.99,0.0,315.84,0.0,30.0,16.36,1857.96,0.044101496151790674
1986-11-11,38015.99,0.0,278.6,0.0,29.5,18.0,2080.0,0.04252644271779815
1986-11-12,37764.05,0.0,282.44,0.0,30.0,18.08,2086.2,0.03937633584981311
1986-11-13,37670.41,0.0,284.78,0.0,29.0,17.0,1920.3,0.03780128241582058
1986-11-14,37670.41,0.0,276.06,0.0,18.96,8.75,1139.72,0.03465117554783553
1986-11-15,37670.41,0.0,235.61,0.0,15.5,7.31,1024.89,0.03150106867985048
1986-11-16,37670.41,0.0,292.96,0.0,21.5,10.23,1258.47,0.03150106867985048
1986-11-17,37324.78,2.5,202.23,0.0,25.95,17.3,1967.31,0.03150106867985048
1986-11-18,37324.78,29.06,117.3,0.0,26.45,20.67,2427.79,0.03150106867985048
1986-11-19,37324.78,10.32,146.89,0.0,26.0,19.0,2200.0,0.03465117554783553
1986-11-20,37324.78,1.34,249.48,0.0,26.5,16.98,1918.52,0.03465117554783553
1986-11-21,37324.78,2.94,301.65,0.0,25.52,9.0,1160.0,0.03465117554783553
1986-11-22,36979.93,0.0,374.5,0.0,21.73,4.12,809.81,0.03937633584981311
1986-11-23,36979.21,0.0,348.81,0.0,24.5,9.04,1163.01,0.04725160301977572
1986-11-24,36979.21,0.0,316.93,0.0,28.16,14.4,1632.34,0.04882665645376825
1986-11-25,36979.21,0.0,271.62,0.0,28.5,17.5,2000.0,0.0519767633217533
1986-11-26,36979.21,36.14,180.74,0.0,28.0,18.72,2155.65,0.0850528854355963
1986-11-27,36979.21,22.8,227.18,0.0,24.98,12.71,1456.82,0.45676549585783205
1986-11-28,36634.3,2.71,183.42,0.0,21.49,13.91,1593.1,0.5355181675574583
1986-11-29,36633.58,39.0,79.95,0.0,19.0,15.5,1760.0,0.787526716996262
1986-11-30,36633.58,26.0,111.84,0.0,22.35,17.2,1951.23,1.228541678514169
1986-12-01,36633.58,9.79,120.83,0.0,22.52,16.92,1913.53,1.7010577087119259
1986-12-02,36633.58,10.0,145.52,0.0,21.27,14.55,1655.83,1.8270619834313282
1986-12-03,36633.58,0.0,324.58,0.0,20.11,6.51,960.72,1.8270619834313282
1986-12-04,36633.58,0.0,319.22,0.0,16.31,3.62,800.0,1.7010577087119259
1986-12-05,36629.49,0.0,282.61,0.0,15.24,5.0,880.0,1.5593028996525988
1986-12-06,36381.65,0.0,326.33,0.0,17.67,4.16,812.46,1.417548090593272
1986-12-07,36288.0,0.0,333.28,0.0,18.5,3.93,803.73,1.307294350213795
1986-12-08,36288.0,0.0,307.33,0.0,22.0,9.0,1160.0,1.2127911441742438
1986-12-09,36288.0,0.0,279.5,0.0,25.07,13.49,1558.21,1.1497890068145427
1986-12-10,36288.0,32.26,150.27,0.0,25.46,17.97,2067.75,1.1182879381346922
1986-12-11,36288.0,47.46,120.57,0.0,24.57,18.8,2167.22,1.2127911441742438
1986-12-12,36288.0,49.88,153.17,0.0,23.0,15.7,1775.76,1.9215651894708796
1986-12-13,36288.0,0.0,343.37,0.0,20.27,4.12,809.56,2.8193456468466187
1986-12-14,36288.0,0.0,284.68,0.0,15.48,4.99,879.18,2.992601524585796
1986-12-15,36288.0,0.0,251.76,0.0,17.33,8.37,1109.68,2.992601524585796
1986-12-16,36288.0,3.13,164.84,0.0,18.89,11.29,1343.36,2.9138488528861703
1986-12-17,36288.0,0.0,209.28,0.0,19.76,12.52,1441.69,2.787844578166768
1986-12-18,36288.0,0.0,212.23,0.0,21.55,14.0,1600.0,2.6460897691074408
1986-12-19,36288.0,0.0,270.97,0.0,21.44,11.0,1320.1,2.4885844257081886
1986-12-20,36288.0,0.0,212.5,0.0,19.21,11.8,1383.92,2.331079082308936
1986-12-21,36288.0,0.0,270.03,0.0,16.79,7.13,1010.52,2.2050748075895337
1986-12-22,36288.0,0.0,273.96,0.0,16.66,7.03,1002.25,2.079070532870132
1986-12-23,36288.0,15.02,195.34,0.0,16.09,7.34,1027.39,2.1105716015499825
1986-12-24,36288.0,22.66,174.94,0.0,20.53,12.75,1460.01,2.4413328226884126
1986-12-25,36288.0,0.0,291.1,0.0,19.5,9.0,1160.0,2.5515865630678896
1986-12-26,36288.0,0.0,277.48,0.0,15.89,6.5,960.0,2.535836028727964
1986-12-27,36288.0,0.0,263.09,0.0,15.72,7.16,1012.92,2.4098317540085623
1986-12-28,36288.0,0.0,304.95,0.0,16.78,5.73,920.0,2.28382747928916
1986-12-29,36288.0,0.0,345.56,0.0,17.0,2.0,720.0,2.1578232045697585
1986-12-30,36288.0,0.0,330.38,0.0,17.51,3.87,800.0,2.031818929850356
1986-12-31,36288.0,0.45,287.21,0.0,16.27,5.33,906.22,1.9688167924906552
1987-01-01,36288.0,38.33,147.86,0.0,13.83,6.29,943.17,2.3783306853287116
1987-01-02,36288.0,0.0,293.06,0.0,14.0,1.5,680.0,2.504334960048114
1987-01-03,36288.0,0.0,331.01,0.0,13.5,-1.88,529.63,2.520085494388039
1987-01-04,36288.72,16.41,227.14,0.0,13.99,0.97,640.29,2.61458870042759
1987-01-05,36525.3,8.34,236.74,0.0,16.77,2.52,722.1,2.8035951125066934
1987-01-06,36633.58,0.0,329.05,0.0,18.0,2.5,720.0,2.787844578166768
1987-01-07,36633.58,0.0,326.23,0.0,19.83,4.37,829.39,2.6933413721272164
1987-01-08,36633.58,0.0,316.36,0.0,20.5,5.94,921.8,2.5673370974078145
1987-01-09,36633.58,0.0,322.72,0.0,20.0,5.09,887.33,2.4255822883484877
1987-01-10,36633.58,15.2,199.98,0.0,19.5,8.5,1120.0,2.520085494388039
1987-01-11,36633.58,12.47,274.03,0.0,18.07,2.53,722.64,2.6933413721272164
1987-01-12,36633.58,0.0,332.91,0.0,13.0,-1.59,552.57,2.6303392347675154
1987-01-13,36870.91,0.0,344.5,0.0,17.5,1.4,672.08,2.520085494388039
1987-01-14,36979.21,0.0,356.9,0.0,21.0,3.02,761.55,2.394081219668637
1987-01-15,36979.21,11.17,245.56,0.0,21.37,6.5,959.95,2.2680769449492346
1987-01-16,36979.21,15.46,137.57,0.0,19.98,13.02,1483.32,2.2680769449492346
1987-01-17,36979.21,28.09,120.51,0.0,19.94,13.95,1596.18,2.535836028727964
1987-01-18,36979.21,9.7,160.15,0.0,20.99,12.8,1464.29,2.8193456468466187
1987-01-19,37216.5,5.61,187.88,0.0,23.39,13.33,1533.4,2.9611004559059455
1987-01-20,37324.78,6.96,204.59,0.0,17.97,7.46,1036.94,2.9611004559059455
1987-01-21,37324.78,9.52,151.11,0.0,13.57,6.5,960.08,2.8665972498663943
1987-01-22,37324.78,32.62,145.68,0.0,10.86,4.2,815.74,3.6068723638428803
1987-01-23,37324.78,0.0,288.49,0.0,9.48,-1.0,560.0,3.8273798446018334
1987-01-24,37562.11,0.0,348.35,0.0,12.92,-1.3,560.0,3.6698745012025813
1987-01-25,37670.41,13.64,250.72,0.0,18.0,4.38,832.44,3.5596207608231047
1987-01-26,37670.41,0.0,341.11,0.0,18.5,4.5,840.0,3.5438702264831794
1987-01-27,37670.41,0.0,319.45,0.0,8.84,-2.89,488.99,3.339113280064151
1987-01-28,37670.41,0.0,366.63,0.0,13.23,-1.81,535.17,3.1186057993051977
1987-01-29,38015.99,0.0,384.73,0.0,20.5,2.89,750.91,2.9138488528861703
1987-01-30,38015.99,0.0,305.12,0.0,21.5,9.82,1225.81,2.7405929751469924
1987-01-31,38015.99,0.0,362.15,0.0,21.5,6.0,920.0,2.58308763174774
1987-02-01,38015.99,0.0,405.02,0.0,20.5,0.61,640.0,2.4413328226884126
1987-02-02,38357.51,4.21,317.24,0.0,21.95,6.12,929.86,2.331079082308936
1987-02-03,38361.6,2.76,315.1,0.0,21.0,6.28,942.08,2.28382747928916
1987-02-04,38361.6,0.0,320.03,0.0,20.23,8.0,1080.0,2.1893242732496083
1987-02-05,38361.6,16.01,201.6,0.0,19.5,10.0,1240.28,2.2523264106093097
1987-02-06,38707.2,20.74,108.7,0.0,14.84,10.33,1266.64,2.7405929751469924
1987-02-07,38707.2,6.93,135.27,0.0,15.61,10.0,1240.21,2.850846715526469
1987-02-08,38707.2,2.95,280.75,0.0,17.5,4.85,868.31,2.9295993872260953
1987-02-09,38707.2,0.0,418.36,0.0,19.37,1.5,680.0,2.835096181186544
1987-02-10,39052.78,0.0,415.99,0.0,13.5,-3.0,480.0,2.677590837787291
1987-02-11,39052.78,0.0,431.28,0.0,17.0,-1.51,559.09,2.520085494388039
1987-02-12,39052.78,0.0,425.27,0.0,21.0,2.57,725.47,2.3783306853287116
1987-02-13,39146.42,0.0,415.13,0.0,22.14,4.79,862.97,2.2680769449492346
1987-02-14,39398.4,0.0,425.84,0.0,23.5,5.0,880.24,2.1578232045697585
1987-02-15,39398.4,0.0,376.08,0.0,24.5,9.93,1234.07,2.063319998530207
1987-02-16,39398.4,32.71,251.73,0.0,25.5,13.0,1480.0,2.6460897691074408
1987-02-17,39744.0,0.0,380.75,0.0,22.5,7.89,1071.21,2.9453499215660206
1987-02-18,39744.0,0.0,234.4,0.0,16.05,8.62,1129.23,2.9611004559059455
1987-02-19,39744.0,0.0,386.1,0.0,16.6,2.67,733.74,2.835096181186544
1987-02-20,39981.31,0.0,339.9,0.0,17.78,6.13,930.4,2.661840303447366
1987-02-21,40089.6,29.72,236.01,0.0,16.84,6.34,947.31,3.197358471004824
1987-02-22,40089.6,20.31,127.08,0.0,13.36,8.26,1100.58,4.20539266876004
1987-02-23,40089.6,25.91,222.88,0.0,17.5,8.0,1080.0,6.205710529930545
1987-02-24,40435.2,5.31,226.18,0.0,17.48,7.99,1079.52,5.701693431052938
1987-02-25,40435.2,0.0,287.84,0.0,18.14,9.28,1182.5,5.16617526349548
1987-02-26,40435.2,0.0,315.13,0.0,20.44,10.46,1277.07,4.662158164617872
1987-02-27,40780.81,0.0,328.41,0.0,20.82,10.49,1279.26,4.268394806119741
1987-02-28,40780.81,0.0,392.17,0.0,24.67,11.14,1331.03,3.9218830506413855
1987-03-01,40780.81,22.2,280.28,0.0,24.5,12.02,1401.58,4.173891600080189
1987-03-02,41126.4,0.0,412.72,0.0,20.5,6.76,980.58,4.189642134420114
1987-03-03,41126.4,0.0,462.54,0.0,21.24,4.23,818.79,3.9218830506413855
1987-03-04,41126.4,0.0,453.94,0.0,23.5,6.93,994.36,3.6383734325227306
1987-03-05,41363.71,0.0,475.51,0.0,23.44,5.11,888.46,3.3548638144040765
1987-03-06,41472.0,0.0,434.52,0.0,21.2,6.52,961.29,3.134356333645123
1987-03-07,41472.0,18.57,246.26,0.0,19.1,9.5,1200.0,3.2446100740245996
1987-03-08,41472.0,40.95,203.45,0.0,19.47,11.72,1377.29,4.378648546499217
1987-03-09,41817.59,7.43,238.96,0.0,21.5,12.0,1400.0,4.362898012159292
1987-03-10,41817.59,0.0,376.28,0.0,20.65,9.18,1174.05,4.142390531400339
1987-03-11,41817.59,0.0,430.89,0.0,21.69,7.75,1059.79,3.8116293102619085
1987-03-12,42163.19,2.95,200.24,0.0,12.5,6.0,920.0,3.5438702264831794
1987-03-13,42163.19,0.0,467.14,0.0,16.4,1.75,700.35,3.323362745724226
1987-03-14,42163.19,0.0,502.54,0.0,19.53,2.02,720.0,3.1186057993051977
1987-03-15,42508.79,0.0,508.36,0.0,22.5,4.0,800.0,2.9453499215660206
1987-03-16,42508.79,0.0,484.42,0.0,24.0,7.5,1040.0,2.787844578166768
1987-03-17,42508.79,0.0,477.79,0.0,24.5,8.5,1120.0,2.6460897691074408
1987-03-18,42854.4,0.0,388.95,0.0,23.52,12.29,1423.12,2.5515865630678896
1987-03-19,42854.4,15.32,249.17,0.0,23.56,14.5,1640.0,2.7090919064671417
1987-03-20,42854.4,0.0,472.19,0.0,25.5,10.0,1240.0,2.5988381660876647
1987-03-21,43199.99,0.0,502.38,0.0,25.0,7.53,1042.11,2.4728338913682633
1987-03-22,43199.99,0.0,499.37,0.0,27.0,9.25,1179.7,2.331079082308936
1987-03-23,43199.99,0.0,462.39,0.0,27.03,11.72,1377.94,2.1893242732496083
1987-03-24,43545.58,0.0,395.31,0.0,26.0,14.0,1600.0,2.031818929850356
1987-03-25,43545.58,0.0,333.02,0.0,26.87,17.07,1931.32,1.9215651894708796
1987-03-26,43545.58,20.85,196.86,0.0,26.49,19.02,2202.62,1.8585630521111784
1987-03-27,43891.2,25.07,153.4,0.0,24.01,18.46,2116.87,2.016068395510431
1987-03-28,43891.2,33.12,189.9,0.0,25.0,18.09,2087.38,2.5673370974078145
1987-03-29,43891.2,16.44,239.41,0.0,26.75,17.78,2045.01,2.8193456468466187
1987-03-30,44236.8,42.07,234.31,0.0,23.28,15.0,1719.86,4.520403355558544
1987-03-31,44236.8,20.62,359.68,0.0,18.65,4.73,858.05,5.307930072554806
1987-04-01,44236.8,0.0,499.55,0.0,15.0,0.52,640.0,4.914166714056676
1987-04-02,44582.38,0.0,514.53,0.0,18.0,2.44,720.0,4.473151752538769
1987-04-03,44582.38,7.2,350.68,0.0,19.5,6.41,952.97,4.110889462720488
1987-04-04,44582.38,5.62,394.77,0.0,17.42,1.58,686.72,3.8431303789417592
1987-04-05,44928.01,0.0,509.32,0.0,15.98,1.43,674.42,3.528119692143254
1987-04-06,44928.01,0.0,538.13,0.0,19.5,2.5,720.0,3.260360608364525
1987-04-07,44928.01,0.0,512.2,0.0,21.81,6.0,920.0,3.024102593265646
1987-04-08,45036.29,0.0,510.41,0.0,22.5,6.55,963.73,2.787844578166768
1987-04-09,45273.6,0.0,493.34,0.0,23.76,8.5,1120.0,2.5988381660876647
1987-04-10,45273.6,0.0,497.35,0.0,26.25,10.36,1269.12,2.4098317540085623
1987-04-11,45273.6,0.0,496.53,0.0,26.5,10.4,1271.64,2.2365758762693844
1987-04-12,45619.2,0.0,485.08,0.0,26.36,10.96,1316.57,2.079070532870132
1987-04-13,45619.2,0.0,512.05,0.0,27.9,10.69,1294.92,1.9215651894708796
1987-04-14,45619.2,0.0,461.46,0.0,28.34,13.94,1595.44,1.7798103804115524
1987-04-15,45964.79,0.0,334.85,0.0,25.5,16.38,1861.29,1.6380555713522251
1987-04-16,45964.79,0.0,456.6,0.0,25.01,11.76,1381.18,1.4805502279529728
1987-04-17,45964.79,0.0,512.74,0.0,24.5,8.5,1120.36,1.3545459532335709
1987-04-18,46310.39,0.82,459.54,0.0,24.5,11.04,1323.48,1.228541678514169
